"lineID";"day";"adFlag";"availability";"competitorPrice";"order";"price";"revenue";"pid";"manufacturer";"group";"content";"unit";"pharmForm";"genericProduct";"salesIndex";"category";"campaignIndex";"rrp";"quantity"
74137;4;0;2;17,52;1;14,09;14,09;13961;200;"1DOIF0ZO";"20X0.5";"ML";"ATR";0;40;"39";"MISSING";21,66;1
74157;4;1;1;2,19;1;2,15;4,3;14218;176;"13OJ11OK";"2";"G";"CRE";0;40;"161";"MISSING";5,03;2
74241;4;0;1;6,58;0;7,1;0;1722;84;"13OI02IO";"20";"G";"CRE";0;40;"221";"MISSING";10,64;0
74475;4;0;1;5,18;0;5,92;0;14399;41;"22OIE";"50";"ML";"CRE";0;53;"84";"MISSING";6,49;0
74533;4;0;1;3,47;0;4,35;0;2383;125;"13OH00IS";"20";"G";"GEL";0;40;"46";"A";5,81;0
74560;4;1;1;7,58;1;7,65;7,65;14279;384;"1COSF";"50";"ST";"FTA";0;40;"116";"B";10,97;1
74624;4;0;1;9,88;1;13,18;13,18;6436;533;"1COJ0EOT";"100";"ST";"FTA";1;40;"92";"C";14,25;1
74633;4;0;2;43,33;0;50,74;0;8722;271;"10OT00OZ";"100";"ST";"FTA";1;40;"159";"MISSING";54,86;0
74672;4;1;1;5,67;0;6,33;0;3853;84;"13OK0FOK";"50";"G";"SAL";0;40;"90";"A";9,58;0
74706;4;0;1;16,49;1;18,22;18,22;1672;83;"22OI2";"400";"ML";"OEL";0;53;"24";"MISSING";19,69;1
74711;4;0;1;3,65;1;3,38;3,38;17287;948;"1COJ0EOT";"20";"ST";"FTA";1;40;"92";"C";3,65;1
74725;4;1;1;7,03;1;7,1;7,1;17290;37;"19OZ1";"10";"ML";"LOE";0;40;"204";"MISSING";9,85;1
74738;4;1;1;10,44;1;13,14;13,14;13133;281;"10OJ01OZ";"100";"ST";"TMR";0;40;"73";"MISSING";16,45;1
74883;4;1;1;12,64;0;12,04;0;19978;141;"20OH4";"3";"ST";"";0;53;"64";"B";14,75;0
75079;4;1;1;13,85;0;14,25;0;14230;351;"19OS2F";"100";"ST";"DRA";0;52;"9";"MISSING";21,44;0
75200;4;1;1;16,26;1;18,64;18,64;17155;89;"22OI3";"50";"ML";"CRE";0;53;"29";"MISSING";23,43;1
75505;4;1;1;9,77;1;10,95;10,95;1146;52;"18OZ00IS";"120";"G";"GEL";0;40;"25";"MISSING";16,49;1
75587;4;1;1;14,23;0;15,35;0;8080;176;"22OH";"200";"ML";"GEL";0;53;"254";"A";21,95;0
75751;4;0;1;2,3;0;3,29;0;6858;90;"22OI8";"10";"ST";"";0;53;"79";"MISSING";2,84;0
75892;4;0;1;5,38;0;7,91;0;8254;82;"14OI0FOZ";"1";"P";"KPG";0;40;"7";"MISSING";8,55;0
75965;4;0;1;10,99;0;12,04;0;15399;89;"22OH";"150";"ML";"GEL";0;53;"114";"A";16,09;0
76021;4;0;1;8,79;1;13,68;27,36;3213;309;"10OK0FIK";"100";"ST";"WKA";0;40;"11";"MISSING";14,79;2
76192;4;0;1;23,82;1;25,25;25,25;20721;41;"22OI3";"50";"ML";"XTC";0;53;"54";"MISSING";31,35;1
76328;4;0;1;11,48;1;9,85;9,85;11477;32;"22OZ0";"2";"ST";"ZBU";0;53;"162";"MISSING";12,09;1
76360;4;0;1;3,62;1;3,48;20,88;1239;60;"22OZ1";"50";"ML";"GEL";0;53;"223";"MISSING";4,35;6
76544;4;0;1;12,53;0;13,74;0;11910;219;"22OIE";"75";"ML";"CRE";0;53;"252";"MISSING";14,85;0
76569;4;1;1;2,38;0;2,09;0;4964;328;"18OI0EOI";"20";"ST";"FTA";1;40;"66";"MISSING";4,18;0
76629;4;1;1;13,85;1;14,25;14,25;4900;219;"18OZ0FIO";"500";"ML";"LOE";0;52;"211";"MISSING";20,85;1
76871;4;1;1;6,57;1;7,65;15,3;19566;18;"10OZ12OI";"14";"ST";"KMR";0;40;"5";"MISSING";13,17;2
77096;4;1;1;3,82;1;3,72;7,44;2967;82;"18OI0EOI";"20";"ST";"FTA";1;40;"50";"B";7,45;2
77416;4;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
77433;4;0;1;10,78;1;13,18;13,18;6653;102;"13II02OK";"100";"ML";"SHA";0;40;"60";"MISSING";14,25;1
77480;4;0;1;26,83;0;30,75;0;1544;84;"13OI02JO";"1";"ST";"SAL";0;40;"221";"MISSING";40,66;0
77582;4;0;1;0;0;36,72;0;18686;979;"21OKG";"90";"ST";"KAP";0;53;"244";"MISSING";41,25;0
77675;4;0;1;0;0;14,19;0;21745;79;"2E";"10";"ML";"SPR";0;53;"123";"MISSING";15,35;0
77787;4;0;1;5,74;0;6;0;16629;131;"10OI01II";"50";"ML";"LIQ";0;40;"143";"MISSING";8,77;0
77848;4;1;1;2,19;0;2,7;0;15371;18;"11OI02OJ";"100";"ST";"TAB";1;40;"119";"MISSING";4,46;0
77938;4;0;1;5,49;1;8,11;8,11;17440;20;"18OI0EOI";"20";"ST";"FTA";1;40;"50";"MISSING";8,77;1
78087;4;0;1;13,43;0;17,26;0;9040;190;"2FOI";"100";"ML";"TRO";0;40;"94";"MISSING";18,66;0
78136;4;0;1;6,13;0;5,45;0;19995;32;"1COI0FIO";"100";"ML";"SPR";0;53;"132";"MISSING";8,77;0
78168;4;1;1;7,36;0;8,2;0;5845;105;"18OI0EOZ";"20";"ST";"TAB";1;40;"49";"MISSING";11,24;0
78345;4;1;1;7,69;0;8,75;0;4213;105;"22OI4";"15";"ST";"PFL";0;53;"161";"MISSING";10,44;0
78362;4;0;2;27,49;0;29,1;0;20520;334;"20OHG";"1";"ST";"";0;53;"MISSING";"MISSING";32,95;0
78367;4;0;1;2,86;1;3,31;3,31;4496;159;"20OH4";"1";"ST";"";0;53;"64";"MISSING";3,58;1
78416;4;1;1;12,3;0;14,25;0;14561;891;"22OI3";"50";"ML";"CRE";0;53;"8";"MISSING";16,39;0
78425;4;1;1;5,49;1;6,55;6,55;1960;4;"1COS21OJ";"100";"ML";"LSE";1;40;"116";"B";8,77;1
78476;4;0;1;6,02;0;6,55;0;16272;84;"19OZ10SI";"10";"ST";"GSE";0;40;"277";"MISSING";9,88;0
78820;4;1;1;4,17;0;4,35;0;4069;52;"13OH00IK";"20";"G";"GEL";0;40;"46";"A";6,57;0
78824;4;0;1;5,93;0;6,33;0;7190;217;"22OIF";"200";"ML";"LOE";0;53;"MISSING";"MISSING";6,59;0
78932;4;0;1;8,12;1;9,13;9,13;19318;7;"22OIG";"50";"ML";"BAL";0;53;"52";"MISSING";9,87;1
79229;4;0;1;1,09;1;1,04;1,04;1037;176;"19OZ1EOI";"20";"ST";"TAB";1;40;"50";"MISSING";2,4;1
79471;4;1;1;7,13;1;8,2;8,2;1247;84;"10OK0F";"20";"ML";"FLU";0;40;"48";"MISSING";11,5;1
79679;4;0;1;3,89;1;3,58;7,16;19190;20;"21OJ1";"40";"ST";"PAS";0;53;"138";"MISSING";5,49;2
79912;4;0;1;6,18;0;4,9;0;2100;141;"18OI0EOI";"10";"ST";"WKA";1;40;"204";"MISSING";7,73;0
79977;4;0;1;12,51;0;14,04;0;18196;233;"18OZ0FIO";"100";"G";"CRE";0;53;"25";"MISSING";17,27;0
79983;4;1;1;10,51;0;14,25;0;3190;123;"21OK2";"50";"ST";"GRA";0;53;"71";"MISSING";17,82;0
80157;4;0;1;2,19;1;2,7;2,7;3272;82;"11OI02OJ";"100";"ST";"TAB";1;40;"119";"MISSING";4,46;1
80198;4;1;1;129,42;1;150,65;150,65;16178;156;"19OJ3FOZ";"120";"ST";"FTA";0;40;"163";"MISSING";195,76;1
80408;4;1;1;15,93;1;18,64;18,64;4815;84;"10OZ03OH";"100";"ST";"KTA";1;40;"5";"MISSING";27,15;1
80581;4;1;1;11,07;0;9,85;0;1106;60;"2FOZ";"10";"ST";"SUP";0;40;"192";"MISSING";13,84;0
80598;4;1;1;13,02;1;13,14;13,14;8081;176;"22OH";"200";"ML";"GEL";0;53;"310";"A";18,64;1
80763;4;1;1;14,91;0;18,64;0;16641;52;"18OZ00IS";"150";"G";"GEL";0;40;"346";"MISSING";26,68;0
80798;4;0;1;4,22;1;5,43;5,43;3802;406;"1COSF";"25";"G";"SAL";0;40;"157";"MISSING";5,87;1
80805;4;0;1;12,75;0;13,18;0;4456;288;"20OH0";"1";"ST";"BAN";0;53;"12";"MISSING";14,25;0
80832;4;0;1;3,95;1;4,49;4,49;5802;328;"13OI02OI";"50";"G";"CRE";0;40;"72";"MISSING";4,85;1
81126;4;0;1;4,19;0;3,25;0;8484;90;"20OI1";"1";"ST";"TUP";0;53;"14";"MISSING";5,45;0
81180;4;1;1;27,37;0;30,75;0;6039;84;"10OK0F";"100";"ML";"FLU";0;40;"333";"MISSING";42,08;0
81265;4;0;1;10,12;0;9,35;0;14307;142;"22OI2";"100";"ML";"LOT";0;53;"24";"MISSING";10,12;0
81304;4;0;1;10,7;0;11,19;0;2360;41;"22OH";"9";"G";"STI";0;53;"111";"A";12,1;0
81372;4;0;1;14,73;0;14,05;0;2924;99;"13OZ0F";"250";"G";"FLU";0;52;"259";"MISSING";20,88;0
81744;4;0;1;4,7;1;4,68;4,68;10936;29;"22OI3";"100";"ML";"SAL";0;53;"90";"MISSING";6,33;1
81755;4;1;1;4,05;1;4,9;4,9;3850;84;"1DOIF0IZ";"10";"G";"ASN";0;40;"101";"MISSING";7,08;1
81914;4;0;1;21,44;1;23,35;23,35;5655;411;"1AOK0FOS";"200";"ML";"LOE";0;44;"331";"MISSING";25,25;1
82599;4;1;1;6,91;0;6,88;0;2384;125;"13OH00IS";"50";"G";"GEL";0;40;"123";"A";11,53;0
82726;4;0;1;4,29;1;6,71;6,71;1103;89;"13OZ0F";"1";"ST";"PFL";0;40;"20";"MISSING";7,25;1
82753;4;0;1;14,4;0;9,32;0;8465;90;"20OI2";"1";"ST";"BIN";0;53;"12";"MISSING";18,72;0
82780;4;1;1;2,62;1;2,7;16,2;2491;82;"1COI00OT";"15";"ML";"NAS";1;40;"66";"MISSING";5,47;6
82908;4;1;1;7,69;1;7,65;7,65;4530;18;"1COJ0EOT";"50";"ST";"FTA";1;40;"92";"C";18,58;1
83025;4;0;1;5,45;1;6,77;20,31;7667;4;"19OZ1ESI";"20";"ST";"TAB";0;40;"50";"MISSING";7,67;3
83035;4;1;1;4,17;1;4,35;4,35;4069;52;"13OH00IK";"20";"G";"GEL";0;40;"46";"A";6,57;1
83040;4;0;1;20,78;0;21,95;0;10228;52;"22OI3";"200";"ML";"LOT";0;53;"8";"MISSING";26,29;0
83113;4;0;1;5,37;1;6,55;6,55;2144;37;"1COZ00OK";"24";"ST";"LUT";0;40;"138";"B";10,01;1
83333;4;0;1;2,3;1;2,19;15,33;3063;230;"21OJ0";"70";"G";"BON";0;53;"26";"MISSING";3,12;7
83339;4;0;1;3,78;1;4,38;4,38;803;1;"2FOI";"80";"ST";"TAB";0;40;"187";"MISSING";4,73;1
83649;4;1;1;9,77;0;12,04;0;5847;105;"18OI0EOZ";"30";"ST";"TAB";1;40;"123";"A";15,94;0
83690;4;1;1;4,18;0;5,45;0;6909;37;"1COI01OJ";"10";"ML";"NAS";0;40;"132";"B";7,98;0
83724;4;0;3;9,11;0;10,24;0;7294;161;"2FOI";"10";"G";"GLO";0;40;"264";"MISSING";11,07;0
83999;4;1;1;27,37;1;30,75;30,75;6039;84;"10OK0F";"100";"ML";"FLU";0;40;"333";"MISSING";42,08;1
84014;4;1;1;13,85;1;15,35;15,35;20091;158;"22OI3";"100";"ML";"CRE";0;53;"29";"MISSING";20,02;1
84129;4;0;1;7,08;0;8,2;0;2770;247;"1COJ00OZ";"10";"ST";"SUP";0;40;"48";"MISSING";12,08;0
84565;4;0;1;6,51;0;6,88;0;17917;37;"19OS28";"120";"ST";"DRA";0;52;"9";"MISSING";6,48;0
84646;4;1;1;15,79;0;15,35;0;19767;159;"21OI0";"450";"G";"PUL";0;53;"218";"MISSING";19,75;0
85014;4;0;1;9,8;1;9,85;9,85;6834;172;"1AOK1F";"75";"ML";"";0;53;"145";"A";10,89;1
85297;5;0;1;16,96;1;16,89;16,89;451;168;"1COSF";"50";"ST";"FTA";0;40;"18";"B";24,48;1
85327;5;1;1;4,06;1;4,35;4,35;11458;490;"1DOZ30KO";"10";"G";"OHT";0;40;"112";"MISSING";6;1
85346;5;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
85436;5;0;1;14,17;0;14,85;0;18498;155;"22OI3";"30";"ML";"CRE";0;53;"281";"MISSING";16,06;0
85492;5;0;1;6,19;0;6,36;0;5138;219;"22OI7";"50";"ML";"";0;53;"40";"MISSING";6,88;0
85622;5;1;1;14,23;1;15,35;15,35;8080;176;"22OH";"200";"ML";"GEL";0;53;"254";"A";21,95;1
85659;5;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
85713;5;0;1;3,27;0;5,33;0;13156;18;"1COS21OI";"20";"ST";"BTA";1;40;"101";"B";6,95;0
85720;5;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
85947;5;1;1;5,72;0;5,45;0;5518;82;"18OI0EOZ";"20";"ST";"FTA";1;40;"50";"MISSING";8,54;0
85954;5;0;1;1,75;1;2,15;2,15;11214;131;"1COS21OZ";"100";"ML";"SAF";1;40;"18";"B";3,01;1
86072;5;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
86190;5;1;1;1,19;1;1,32;1,32;8347;18;"19OZ1EOI";"20";"ST";"TAB";1;40;"50";"MISSING";2,64;1
86597;5;1;1;17,15;1;16,45;16,45;8411;176;"22OH";"200";"ML";"MIL";0;53;"310";"A";23,6;1
86603;5;1;1;8,97;1;10,95;10,95;11569;123;"10IZ22KO";"200";"ST";"TMR";0;40;"71";"MISSING";15,5;1
86723;5;1;1;7,03;0;7,65;0;4937;21;"22OI5";"125";"ML";"CRE";0;53;"203";"MISSING";10,45;0
86835;5;0;1;13,68;0;15,26;0;12674;570;"22OIE";"75";"ML";"LOT";0;53;"40";"MISSING";16,49;0
86913;5;1;1;2,41;1;2,09;6,27;2426;90;"13OX06";"100";"ML";"LOE";0;52;"66";"MISSING";4,35;3
86949;5;0;1;1,08;1;1,3;2,6;3254;328;"10OT30OK";"10";"ST";"HKP";1;40;"152";"MISSING";2,6;2
87005;5;0;1;2,3;1;2,48;2,48;14144;159;"22OI3";"100";"ML";"SAL";0;53;"25";"MISSING";3,29;1
87025;5;1;1;16,48;0;16,45;0;14929;18;"1COJ0FIK";"100";"ST";"TAB";1;40;"92";"C";34,64;0
87120;5;0;1;10,88;0;9,91;0;21240;121;"22OJ";"75";"ML";"SPR";0;40;"123";"A";10,89;0
87386;5;0;1;4,94;1;5,04;5,04;8872;223;"1DOI4FOI";"20X0.5";"ML";"ATR";0;40;"130";"C";5,45;1
87577;5;0;1;9,34;0;9,85;0;15626;37;"22OJ";"100";"ML";"SPR";0;53;"145";"A";10,99;0
87886;5;0;1;5,88;0;6,55;0;2985;102;"13OT00OZ";"30";"G";"CRE";0;40;"46";"A";9,88;0
88089;5;0;1;13,73;0;15,9;0;13213;198;"2FOI";"1000";"ST";"TAB";0;40;"177";"MISSING";20,35;0
88138;5;1;1;20,59;1;23,05;23,05;18243;89;"22OI3";"50";"ML";"XTC";0;53;"252";"MISSING";29,62;1
88261;5;1;1;5,67;1;6,33;6,33;3853;84;"13OK0FOK";"50";"G";"SAL";0;40;"90";"A";9,58;1
88299;5;1;1;26,17;0;29,65;0;1970;37;"1COS20IK";"100";"ST";"KMR";0;40;"18";"B";38,45;0
88306;5;1;1;7,13;0;8,2;0;1247;84;"10OK0F";"20";"ML";"FLU";0;40;"48";"MISSING";11,5;0
88327;5;1;1;15,38;0;16,45;0;6835;172;"1AOK1F";"150";"ML";"";0;53;"254";"A";17,55;0
88570;5;0;1;7,69;1;8,99;8,99;6961;1;"2FOI";"10";"G";"GLO";0;40;"344";"MISSING";9,85;1
88789;5;0;1;10,99;0;13,12;0;17596;257;"22OI3";"75";"ML";"CRE";0;53;"MISSING";"MISSING";14,19;0
88805;5;0;1;10,99;0;9,85;0;1061;172;"21OK2";"20";"ST";"PEL";0;53;"57";"MISSING";11,66;0
88806;5;0;1;16,49;0;17,81;0;18357;41;"22OH";"100";"ML";"MIL";0;53;"111";"MISSING";19,25;0
88986;5;0;1;14,83;1;14,25;57;9246;183;"21OI2";"450";"G";"PUL";0;53;"37";"MISSING";18,55;4
89026;5;0;3;1,91;0;1,59;0;7960;209;"19OZ1EOI";"20";"ST";"TAB";1;40;"50";"MISSING";2,64;0
89068;5;0;1;21,99;0;23,83;0;11040;41;"22OI3";"75";"ML";"Cre";0;53;"29";"MISSING";26,95;0
89217;5;0;1;12,75;0;10,84;0;4918;101;"21OKE";"750";"ML";"TON";0;52;"22";"MISSING";13,48;0
89373;5;0;1;8,79;0;9,93;0;1335;322;"2FOI";"150";"ST";"TAB";0;40;"226";"MISSING";10,89;0
89609;5;0;1;18,25;1;17,55;17,55;12347;41;"22OI3";"400";"ML";"";0;53;"8";"MISSING";24,09;1
89627;5;1;1;8,98;1;9,85;9,85;5800;52;"21OK1";"30";"ST";"KAP";0;53;"57";"MISSING";11,22;1
89711;5;1;1;12,86;1;13,14;13,14;7494;690;"22OI8";"125";"ML";"SAL";0;53;"7";"MISSING";15,29;1
89912;5;0;1;6,04;0;7,02;0;3057;176;"22OZ1";"300";"ML";"FLU";0;53;"143";"MISSING";7,59;0
90128;5;0;1;6,58;0;7,65;0;16632;168;"1COSF";"20";"ST";"DRA";0;40;"132";"B";11,22;0
90162;5;0;1;3,27;0;5,33;0;13156;18;"1COS21OI";"20";"ST";"BTA";1;40;"101";"B";6,95;0
90185;5;0;1;1,1;0;0,63;0;1423;103;"20OH3";"50";"ML";"";0;53;"87";"MISSING";1,08;0
90210;5;0;1;0;0;9,99;0;21872;217;"22OI3";"200";"ML";"Lot";0;53;"95";"MISSING";10,99;0
90299;5;0;1;4,31;1;4,9;9,8;12772;41;"22OI4";"4.7";"ML";"STI";0;53;"78";"MISSING";5,39;2
90406;5;0;1;14,84;1;14,25;14,25;2092;89;"22OH";"50";"ML";"CRE";0;53;"111";"A";18,44;1
90483;5;0;1;7,88;1;8,92;8,92;7061;1;"2FOI";"10";"G";"GLO";0;40;"200";"MISSING";9,85;1
90595;5;0;1;18,17;1;17,22;17,22;12091;261;"22OI2";"500";"ML";"LOE";0;53;"24";"MISSING";21,89;1
90705;5;1;1;7,13;1;8,2;8,2;1247;84;"10OK0F";"20";"ML";"FLU";0;40;"48";"MISSING";11,5;1
90747;5;1;1;14,91;0;18,64;0;16641;52;"18OZ00IS";"150";"G";"GEL";0;40;"346";"MISSING";26,68;0
90807;5;0;2;23,2;0;27,37;0;8917;19;"1DOIF0ZO";"60X0.5";"ML";"ATR";0;53;"MISSING";"MISSING";29,59;0
91181;5;0;1;7,22;1;8,04;8,04;12365;122;"22OI5";"100";"ML";"CRE";0;53;"203";"MISSING";8,69;1
91216;5;0;1;0;1;9,5;9,5;21076;201;"21OK3";"120";"ST";"FTA";0;53;"94";"MISSING";10,45;1
91251;5;0;2;5,05;1;3,53;3,53;8134;593;"2FOI";"50";"ML";"TIN";0;52;"MISSING";"MISSING";5,6;1
91534;5;1;1;10,1;1;9,85;9,85;9694;17;"2FOI";"50";"ST";"TAB";0;40;"9";"MISSING";14,07;1
91879;5;0;3;5,13;0;4,81;0;9533;52;"13OH0F";"8";"ML";"GEL";0;53;"46";"A";7,57;0
91891;5;0;1;2,17;1;2,28;2,28;3109;375;"22OI3";"50";"ML";"CRE";0;53;"52";"B";1,98;1
91960;5;0;1;5,09;0;4,98;0;15707;217;"22OZ1";"75";"ML";"ZCR";0;53;"386";"MISSING";5,49;0
92003;5;0;1;3,62;1;6,07;6,07;15327;380;"1COI10SZ";"12";"ST";"TAB";0;40;"92";"B";6,57;1
92055;5;0;1;6,99;0;6;0;17334;176;"10OT30";"100";"ML";"LOE";0;40;"101";"MISSING";8,73;0
92230;5;1;1;6,15;0;5,45;0;9438;82;"13OI02OI";"50";"G";"CRE";0;40;"319";"MISSING";9,52;0
92380;5;1;1;0;1;17,55;17,55;21797;176;"21OK3";"10X10";"ML";"LSE";0;53;"91";"MISSING";21,95;1
92431;5;1;1;0;0;9,85;0;21931;79;"18OI0EOI";"24";"ST";"SMT";0;40;"123";"MISSING";13,17;0
92615;5;0;2;13,75;1;13,14;26,28;20604;84;"10OK0FIK";"50";"ST";"KAP";0;53;"11";"MISSING";16,27;2
92760;5;0;1;8,68;0;11,73;0;11213;90;"20OI0";"100";"ST";"KOM";0;53;"158";"MISSING";10,15;0
92794;5;1;1;14,61;1;16,45;16,45;5784;105;"18OI0EOI";"50";"ST";"FTA";1;40;"333";"MISSING";23,57;1
93003;5;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
93047;5;1;1;5,67;1;6,33;6,33;3853;84;"13OK0FOK";"50";"G";"SAL";0;40;"90";"A";9,58;1
93066;5;1;1;9,85;0;10,95;0;21002;250;"18OZ0FIO";"100";"G";"CRE";0;40;"25";"MISSING";15,39;0
93243;5;1;1;53,63;1;64,85;64,85;7538;470;"21OIG";"240";"ST";"FTA";0;53;"359";"MISSING";84,04;1
93331;5;0;1;18,98;0;18,62;0;10847;56;"21OK3";"14";"ST";"FLA";0;53;"3";"MISSING";25,44;0
93403;5;0;1;8,46;1;6,55;6,55;12162;18;"18OZ00IS";"150";"G";"GEL";0;40;"25";"MISSING";15,17;1
93667;5;0;1;10,43;0;10,95;0;19423;607;"18OZ00IK";"100";"G";"GEL";0;40;"25";"MISSING";14,74;0
93968;5;0;1;19,67;0;21,99;0;10727;351;"14OZ2FOH";"200";"ST";"TAB";0;40;"61";"MISSING";30,59;0
93992;5;0;1;11,87;0;12,04;0;17337;123;"10IZ21OZ";"100";"ST";"FTA";0;40;"151";"MISSING";16,82;0
94183;5;0;1;3,27;0;5,33;0;13156;18;"1COS21OI";"20";"ST";"BTA";1;40;"101";"B";6,95;0
94300;5;1;1;9,77;0;12,04;0;2056;219;"22OI3";"50";"ML";"CRE";0;53;"29";"MISSING";15,4;0
94388;5;0;1;1,38;0;1,28;0;10394;60;"22OK1";"10";"ML";"MIL";0;53;"117";"MISSING";1,38;0
94530;5;0;1;3,62;0;6,07;0;15327;380;"1COI10SZ";"12";"ST";"TAB";0;40;"92";"B";6,57;0
94640;5;0;1;42,33;0;42,52;0;14531;156;"19OJ3FOZ";"2X100";"ML";"FLU";0;40;"163";"MISSING";59,35;0
94766;5;0;1;3,27;0;5,33;0;13156;18;"1COS21OI";"20";"ST";"BTA";1;40;"101";"B";6,95;0
94844;5;0;1;5,56;0;5,36;0;7744;4;"12OI20OI";"15";"ML";"LOE";1;40;"232";"MISSING";7,72;0
94863;5;0;1;1,08;1;1,3;1,3;3254;328;"10OT30OK";"10";"ST";"HKP";1;40;"152";"MISSING";2,6;1
94934;5;0;1;20,23;1;19,46;19,46;4819;589;"22OIK";"550";"G";"BAD";0;53;"76";"MISSING";24,74;1
95022;5;1;1;13,74;0;15,35;0;2655;156;"1COS2";"50";"ML";"FLU";0;40;"116";"B";21,97;0
95261;5;0;1;10,39;0;11,55;0;15466;6;"22OI3";"250";"ML";"CRE";0;53;"29";"MISSING";11,55;0
95358;5;0;1;15,17;0;16,45;0;4748;125;"10OTF0SI";"50";"ST";"FTA";0;40;"152";"A";24,02;0
95467;5;0;1;9,23;0;7,1;0;621;214;"22OI7";"50";"ML";"STI";0;53;"40";"MISSING";11,72;0
95535;5;1;1;5,67;0;6,33;0;3853;84;"13OK0FOK";"50";"G";"SAL";0;40;"90";"A";9,58;0
95544;5;0;1;23,53;1;23,11;23,11;12591;89;"22OI3";"50";"ML";"CRE";0;53;"102";"MISSING";33,42;1
95705;5;0;1;0;0;9,44;0;21951;12;"21OK3";"60";"ST";"TAB";0;53;"343";"MISSING";10,39;0
95889;5;0;1;3,27;0;5,33;0;13156;18;"1COS21OI";"20";"ST";"BTA";1;40;"101";"B";6,95;0
95922;5;0;1;7,43;0;7,65;0;5736;21;"1AOK02OI";"75";"ML";"FLU";0;40;"331";"MISSING";9,82;0
95929;5;1;1;12,08;0;13,14;0;1213;166;"1DOIF0ZO";"10";"ML";"ATR";0;53;"39";"MISSING";16,45;0
95930;5;1;1;3,5;1;3,8;11,4;9388;20;"21OJ1";"40";"ST";"PAS";0;53;"138";"B";5,49;3
96162;5;0;1;2,19;1;2,7;2,7;3272;82;"11OI02OJ";"100";"ST";"TAB";1;40;"119";"MISSING";4,46;1
96426;5;0;1;2,05;1;1,49;1,49;5598;78;"20OH4";"1";"ST";"KOM";0;53;"64";"MISSING";2,22;1
96443;5;0;1;25,84;0;29,72;0;20350;327;"21OK3";"60";"ST";"KAP";0;53;"150";"MISSING";32,95;0
96468;5;1;1;4,82;0;5,45;0;16576;370;"1COS20IZ";"100";"ML";"SAF";0;40;"212";"B";7,59;0
96579;5;1;1;7,14;0;8,2;0;8901;56;"14OI0FOZ";"1";"ST";"KPG";0;40;"7";"MISSING";12,08;0
96591;5;1;1;12,42;1;15,35;15,35;5300;52;"13OH00IK";"100";"G";"GEL";0;40;"333";"A";21,58;1
96742;5;0;1;5,79;0;9,14;0;8904;56;"14OI0FOZ";"20";"G";"VCR";0;40;"7";"MISSING";9,88;0
97282;5;0;1;0;0;13,94;0;21803;1045;"22OI3";"50";"ML";"CRE";0;53;"123";"MISSING";15,07;0
97370;5;0;2;7,36;1;3,08;18,48;4665;581;"22OI8";"50";"ST";"";0;53;"79";"MISSING";7,5;6
97542;5;0;1;2,17;1;2,28;25,08;3109;375;"22OI3";"50";"ML";"CRE";0;53;"52";"B";1,98;11
97634;5;0;1;18,25;0;16,34;0;6707;198;"2FOI";"200";"ST";"TAB";0;40;"153";"MISSING";23,65;0
97739;5;0;1;10,01;0;8,2;0;14714;90;"20OH5";"100";"ST";"";0;53;"257";"MISSING";13,02;0
98031;5;1;1;7,13;0;7,65;0;4121;105;"10OT30OK";"12";"ST";"TAE";1;40;"152";"MISSING";11,53;0
98165;5;0;1;3,27;0;5,33;0;13156;18;"1COS21OI";"20";"ST";"BTA";1;40;"101";"B";6,95;0
98237;5;0;1;1,26;1;1,59;4,77;9262;24;"1COI00OT";"10";"ML";"NAS";1;40;"132";"MISSING";2,62;3
98259;5;1;1;9,77;1;8,75;17,5;20095;158;"22OI3";"50";"ML";"CRE";0;53;"135";"MISSING";13,59;2
98301;5;0;2;7,69;0;8,98;0;4367;1;"2FOI";"10";"G";"GLO";0;40;"265";"MISSING";9,85;0
98391;5;0;1;20,99;0;21,53;0;6139;194;"20OZ2";"28";"ST";"";0;53;"79";"MISSING";28,24;0
98412;5;0;1;3,38;0;3,66;0;3255;39;"2EOZ";"100";"ML";"SPR";0;53;"121";"MISSING";3,96;0
98537;5;0;1;4,39;0;5,54;0;11246;315;"13OZ0F";"10";"ML";"LOE";0;40;"20";"MISSING";6;0
98819;5;0;2;2,16;0;2,5;0;12812;539;"21OKG";"40";"ML";"TRO";0;53;"MISSING";"MISSING";2,7;0
99000;5;0;1;8,79;1;10,08;10,08;8955;220;"14OI0FOZ";"1";"ST";"KPG";0;40;"7";"MISSING";10,89;1
99010;5;0;2;4,82;0;5,57;0;8260;131;"19OZ11OI";"10";"ST";"TAB";0;40;"204";"MISSING";6,02;0
99050;5;0;1;5,73;0;6,92;0;15294;21;"22OIK";"400";"G";"BAD";0;53;"62";"MISSING";7,48;0
